numero_piece,date_charge,code_dept,categorie_charge,sous_categorie,fournisseur,nature_charge,montant_ht,montant_tva,montant_ttc,est_budgetee,date_id_charge,annee,mois
PCE-000762,2025-11-21,DEPT-002,Déplacements & Missions,Transport,TRANSPORT EXPRESS,Exploitation,507.9,101.58,609.48,0,20251121,2025,11
PCE-000763,2025-12-03,DEPT-001,Salaires & Charges sociales,Charges patronales,NETTOYAGE SERVICE,Exploitation,68875.8,0.0,68875.8,1,20251203,2025,12
PCE-000764,2025-11-06,DEPT-005,Formation & Développement,Formations externes,IBM MADA,Exploitation,688.1,137.62,825.72,1,20251106,2025,11
PCE-000765,2023-02-21,DEPT-006,Informatique & Licences,Licences logiciels,BAILLEUR IMMO,Exploitation,5428.79,1085.76,6514.55,1,20230221,2023,2
PCE-000766,2024-03-29,DEPT-007,Déplacements & Missions,Carburant,CONSULTANTS SA,Exploitation,1155.57,231.11,1386.68,1,20240329,2024,3
PCE-000767,2024-01-13,DEPT-002,Salaires & Charges sociales,Salaires bruts,AGENCE VOYAGE,Exploitation,77107.29,0.0,77107.29,1,20240113,2024,1
PCE-000768,2025-04-29,DEPT-005,Formation & Développement,Abonnements professionnels,ORANGE PRO,Exploitation,3057.78,611.56,3669.34,1,20250429,2025,4
PCE-000769,2024-08-18,DEPT-008,Loyer & Charges locatives,Charges communes,MICROSOFT MADA,Exploitation,7434.31,0.0,7434.31,1,20240818,2024,8
PCE-000770,2023-08-24,DEPT-008,Fournitures & Consommables,Documentation,FOURNITURES PRO,Exploitation,308.65,61.73,370.38,1,20230824,2023,8
PCE-000771,2024-01-25,DEPT-004,Sous-traitance,Consultants,CONSULTANTS SA,Exploitation,8534.24,1706.85,10241.09,1,20240125,2024,1
PCE-000772,2024-06-23,DEPT-008,Fournitures & Consommables,Documentation,ORANGE PRO,Exploitation,918.7,183.74,1102.44,1,20240623,2024,6
PCE-000773,2023-12-19,DEPT-002,Sous-traitance,Expertise externe,IBM MADA,Exploitation,8387.06,1677.41,10064.47,0,20231219,2023,12
PCE-000774,2023-06-11,DEPT-008,Loyer & Charges locatives,Charges communes,AGENCE VOYAGE,Exploitation,6343.96,0.0,6343.96,1,20230611,2023,6
PCE-000775,2024-12-25,DEPT-005,Formation & Développement,Certifications,AGENCE VOYAGE,Exploitation,2729.46,545.89,3275.35,0,20241225,2024,12
PCE-000776,2025-10-02,DEPT-006,Informatique & Licences,Matériel informatique,TOTAL MADA,Exploitation,12834.0,2566.8,15400.8,0,20251002,2025,10
PCE-000777,2024-12-08,DEPT-008,Informatique & Licences,Cloud & hébergement,FORMATION PLUS,Exploitation,12815.79,2563.16,15378.95,1,20241208,2024,12
PCE-000778,2025-03-25,DEPT-007,Salaires & Charges sociales,Salaires bruts,IT SOLUTIONS,Exploitation,25300.25,0.0,25300.25,1,20250325,2025,3
PCE-000779,2024-10-23,DEPT-005,Formation & Développement,Formations externes,TOTAL MADA,Exploitation,1355.14,271.03,1626.17,0,20241023,2024,10
PCE-000780,2023-10-30,DEPT-007,Déplacements & Missions,Hôtel & restauration,ORACLE,Exploitation,2981.01,596.2,3577.21,0,20231030,2023,10
PCE-000781,2024-01-17,DEPT-006,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,35991.57,0.0,35991.57,1,20240117,2024,1
PCE-000782,2024-10-18,DEPT-006,Informatique & Licences,Cloud & hébergement,NETTOYAGE SERVICE,Exploitation,8389.28,1677.86,10067.14,1,20241018,2024,10
PCE-000783,2024-02-14,DEPT-005,Fournitures & Consommables,Documentation,IBM MADA,Exploitation,907.25,181.45,1088.7,1,20240214,2024,2
PCE-000784,2024-07-09,DEPT-006,Informatique & Licences,Maintenance SI,FOURNITURES PRO,Exploitation,9685.59,1937.12,11622.71,0,20240709,2024,7
PCE-000785,2024-12-23,DEPT-005,Fournitures & Consommables,Documentation,MICROSOFT MADA,Exploitation,890.44,178.09,1068.53,0,20241223,2024,12
PCE-000786,2025-06-06,DEPT-004,Salaires & Charges sociales,Salaires bruts,BAILLEUR IMMO,Exploitation,50893.44,0.0,50893.44,1,20250606,2025,6
PCE-000787,2025-04-29,DEPT-001,Formation & Développement,Abonnements professionnels,MICROSOFT MADA,Exploitation,4146.06,829.21,4975.27,0,20250429,2025,4
PCE-000788,2024-05-06,DEPT-008,Loyer & Charges locatives,Charges communes,BAILLEUR IMMO,Exploitation,4485.91,0.0,4485.91,1,20240506,2024,5
PCE-000789,2024-06-04,DEPT-008,Loyer & Charges locatives,Charges communes,FORMATION PLUS,Exploitation,2736.6,0.0,2736.6,1,20240604,2024,6
PCE-000790,2023-03-09,DEPT-002,Déplacements & Missions,Carburant,TOTAL MADA,Exploitation,650.8,130.16,780.96,0,20230309,2023,3
PCE-000791,2025-07-19,DEPT-001,Salaires & Charges sociales,Charges patronales,MICROSOFT MADA,Exploitation,42285.01,0.0,42285.01,1,20250719,2025,7
PCE-000792,2024-08-29,DEPT-005,Fournitures & Consommables,Documentation,AGENCE VOYAGE,Exploitation,608.0,121.6,729.6,0,20240829,2024,8
PCE-000793,2024-08-09,DEPT-001,Formation & Développement,Abonnements professionnels,IBM MADA,Exploitation,1703.55,340.71,2044.26,1,20240809,2024,8
PCE-000794,2023-07-15,DEPT-008,Informatique & Licences,Matériel informatique,CONSULTANTS SA,Exploitation,14912.72,2982.54,17895.26,1,20230715,2023,7
PCE-000795,2023-03-04,DEPT-004,Salaires & Charges sociales,Avantages en nature,TRANSPORT EXPRESS,Exploitation,60723.81,0.0,60723.81,1,20230304,2023,3
PCE-000796,2025-12-18,DEPT-007,Salaires & Charges sociales,Charges patronales,NETTOYAGE SERVICE,Exploitation,37338.77,0.0,37338.77,1,20251218,2025,12
PCE-000797,2023-04-13,DEPT-008,Fournitures & Consommables,Documentation,ORACLE,Exploitation,1343.81,268.76,1612.57,1,20230413,2023,4
PCE-000798,2025-09-14,DEPT-001,Déplacements & Missions,Carburant,IT SOLUTIONS,Exploitation,2008.52,401.7,2410.22,1,20250914,2025,9
PCE-000799,2023-06-12,DEPT-001,Salaires & Charges sociales,Avantages en nature,IBM MADA,Exploitation,54640.06,0.0,54640.06,1,20230612,2023,6
PCE-000800,2024-05-27,DEPT-005,Fournitures & Consommables,Consommables informatique,TOTAL MADA,Exploitation,445.66,89.13,534.79,1,20240527,2024,5
PCE-000801,2023-06-23,DEPT-004,Sous-traitance,Prestations ponctuelles,SECURITE MADA,Exploitation,13205.81,2641.16,15846.97,1,20230623,2023,6
PCE-000802,2024-03-30,DEPT-008,Informatique & Licences,Matériel informatique,MICROSOFT MADA,Exploitation,3231.64,646.33,3877.97,0,20240330,2024,3
PCE-000803,2024-03-09,DEPT-006,Informatique & Licences,Matériel informatique,ORACLE,Exploitation,9076.36,1815.27,10891.63,0,20240309,2024,3
PCE-000804,2025-01-07,DEPT-008,Loyer & Charges locatives,Loyer bureaux,HOTEL COLBERT,Exploitation,7310.44,0.0,7310.44,1,20250107,2025,1
PCE-000805,2024-05-31,DEPT-001,Déplacements & Missions,Transport,ORANGE PRO,Exploitation,1213.91,242.78,1456.69,1,20240531,2024,5
PCE-000806,2025-12-03,DEPT-005,Formation & Développement,Formations externes,IT SOLUTIONS,Exploitation,2864.93,572.99,3437.92,1,20251203,2025,12
PCE-000807,2025-12-13,DEPT-006,Informatique & Licences,Maintenance SI,IBM MADA,Exploitation,4980.67,996.13,5976.8,0,20251213,2025,12
PCE-000808,2024-04-16,DEPT-008,Fournitures & Consommables,Documentation,NETTOYAGE SERVICE,Exploitation,915.41,183.08,1098.49,1,20240416,2024,4
PCE-000809,2024-09-01,DEPT-008,Fournitures & Consommables,Consommables informatique,BAILLEUR IMMO,Exploitation,346.88,69.38,416.26,1,20240901,2024,9
PCE-000810,2024-05-20,DEPT-002,Formation & Développement,Certifications,HOTEL COLBERT,Exploitation,2158.28,431.66,2589.94,1,20240520,2024,5
PCE-000811,2025-08-30,DEPT-002,Sous-traitance,Prestations ponctuelles,CONSULTANTS SA,Exploitation,2063.58,412.72,2476.3,1,20250830,2025,8
PCE-000812,2025-12-13,DEPT-008,Loyer & Charges locatives,Loyer bureaux,IT SOLUTIONS,Exploitation,4042.0,0.0,4042.0,1,20251213,2025,12
PCE-000813,2024-09-27,DEPT-008,Informatique & Licences,Cloud & hébergement,AGENCE VOYAGE,Exploitation,6405.88,1281.18,7687.06,0,20240927,2024,9
PCE-000814,2025-06-30,DEPT-005,Formation & Développement,Abonnements professionnels,SECURITE MADA,Exploitation,3401.8,680.36,4082.16,1,20250630,2025,6
PCE-000815,2025-11-24,DEPT-008,Fournitures & Consommables,Documentation,IT SOLUTIONS,Exploitation,1202.35,240.47,1442.82,1,20251124,2025,11
PCE-000816,2024-04-05,DEPT-005,Salaires & Charges sociales,Avantages en nature,BAILLEUR IMMO,Exploitation,70229.62,0.0,70229.62,1,20240405,2024,4
PCE-000817,2023-10-04,DEPT-003,Sous-traitance,Prestations ponctuelles,HOTEL COLBERT,Exploitation,14381.0,2876.2,17257.2,1,20231004,2023,10
PCE-000818,2024-04-15,DEPT-008,Loyer & Charges locatives,Loyer bureaux,CONSULTANTS SA,Exploitation,7717.13,0.0,7717.13,1,20240415,2024,4
PCE-000819,2025-08-01,DEPT-008,Informatique & Licences,Matériel informatique,AGENCE VOYAGE,Exploitation,3599.58,719.92,4319.5,1,20250801,2025,8
PCE-000820,2024-02-07,DEPT-001,Formation & Développement,Certifications,ORACLE,Exploitation,2773.32,554.66,3327.98,0,20240207,2024,2
PCE-000821,2025-10-07,DEPT-004,Sous-traitance,Prestations ponctuelles,FORMATION PLUS,Exploitation,13900.36,2780.07,16680.43,1,20251007,2025,10
PCE-000822,2023-11-11,DEPT-005,Formation & Développement,Formations externes,FOURNITURES PRO,Exploitation,4145.41,829.08,4974.49,0,20231111,2023,11
PCE-000823,2023-09-10,DEPT-002,Formation & Développement,Certifications,MICROSOFT MADA,Exploitation,604.59,120.92,725.51,1,20230910,2023,9
PCE-000824,2025-04-15,DEPT-008,Fournitures & Consommables,Fournitures de bureau,BAILLEUR IMMO,Exploitation,1034.93,206.99,1241.92,1,20250415,2025,4
PCE-000825,2024-10-21,DEPT-002,Salaires & Charges sociales,Charges patronales,NETTOYAGE SERVICE,Exploitation,41633.2,0.0,41633.2,1,20241021,2024,10
PCE-000826,2023-03-29,DEPT-005,Fournitures & Consommables,Documentation,TRANSPORT EXPRESS,Exploitation,891.09,178.22,1069.31,1,20230329,2023,3
PCE-000827,2023-01-29,DEPT-003,Sous-traitance,Prestations ponctuelles,BAILLEUR IMMO,Exploitation,13612.2,2722.44,16334.64,1,20230129,2023,1
PCE-000828,2025-09-17,DEPT-005,Fournitures & Consommables,Consommables informatique,NETTOYAGE SERVICE,Exploitation,1360.3,272.06,1632.36,1,20250917,2025,9
PCE-000829,2024-08-23,DEPT-002,Formation & Développement,Certifications,AGENCE VOYAGE,Exploitation,4444.57,888.91,5333.48,1,20240823,2024,8
PCE-000830,2023-09-21,DEPT-006,Informatique & Licences,Licences logiciels,BAILLEUR IMMO,Exploitation,9477.77,1895.55,11373.32,1,20230921,2023,9
PCE-000831,2025-07-24,DEPT-006,Salaires & Charges sociales,Salaires bruts,MICROSOFT MADA,Exploitation,14322.32,0.0,14322.32,1,20250724,2025,7
PCE-000832,2024-03-20,DEPT-005,Formation & Développement,Certifications,IBM MADA,Exploitation,4390.9,878.18,5269.08,1,20240320,2024,3
PCE-000833,2025-08-06,DEPT-007,Déplacements & Missions,Hôtel & restauration,HOTEL COLBERT,Exploitation,1244.79,248.96,1493.75,1,20250806,2025,8
PCE-000834,2024-05-28,DEPT-008,Loyer & Charges locatives,Charges communes,SECURITE MADA,Exploitation,7419.2,0.0,7419.2,1,20240528,2024,5
PCE-000835,2024-11-16,DEPT-001,Sous-traitance,Expertise externe,FORMATION PLUS,Exploitation,11108.62,2221.72,13330.34,1,20241116,2024,11
PCE-000836,2023-01-19,DEPT-008,Salaires & Charges sociales,Avantages en nature,ORANGE PRO,Exploitation,27466.74,0.0,27466.74,1,20230119,2023,1
PCE-000837,2023-01-03,DEPT-006,Informatique & Licences,Licences logiciels,SECURITE MADA,Exploitation,7319.53,1463.91,8783.44,1,20230103,2023,1
PCE-000838,2023-06-24,DEPT-001,Déplacements & Missions,Hôtel & restauration,NETTOYAGE SERVICE,Exploitation,2833.04,566.61,3399.65,0,20230624,2023,6
PCE-000839,2025-03-18,DEPT-008,Informatique & Licences,Maintenance SI,NETTOYAGE SERVICE,Exploitation,6199.03,1239.81,7438.84,1,20250318,2025,3
PCE-000840,2024-07-13,DEPT-002,Formation & Développement,Formations externes,HOTEL COLBERT,Exploitation,2635.55,527.11,3162.66,0,20240713,2024,7
PCE-000841,2023-12-15,DEPT-007,Salaires & Charges sociales,Charges patronales,FOURNITURES PRO,Exploitation,26737.32,0.0,26737.32,1,20231215,2023,12
PCE-000842,2024-05-16,DEPT-005,Formation & Développement,Formations externes,BAILLEUR IMMO,Exploitation,4021.85,804.37,4826.22,1,20240516,2024,5
PCE-000843,2024-02-08,DEPT-003,Sous-traitance,Prestations ponctuelles,MICROSOFT MADA,Exploitation,8350.29,1670.06,10020.35,0,20240208,2024,2
PCE-000844,2024-10-29,DEPT-008,Informatique & Licences,Maintenance SI,IBM MADA,Exploitation,8214.27,1642.85,9857.12,1,20241029,2024,10
PCE-000845,2023-01-22,DEPT-006,Informatique & Licences,Licences logiciels,FORMATION PLUS,Exploitation,7380.96,1476.19,8857.15,1,20230122,2023,1
PCE-000846,2023-12-27,DEPT-003,Déplacements & Missions,Hôtel & restauration,NETTOYAGE SERVICE,Exploitation,1663.26,332.65,1995.91,1,20231227,2023,12
PCE-000847,2024-07-02,DEPT-001,Déplacements & Missions,Transport,FORMATION PLUS,Exploitation,2852.4,570.48,3422.88,1,20240702,2024,7
PCE-000848,2023-06-30,DEPT-002,Déplacements & Missions,Carburant,AGENCE VOYAGE,Exploitation,928.86,185.77,1114.63,1,20230630,2023,6
PCE-000849,2024-04-29,DEPT-005,Formation & Développement,Certifications,BAILLEUR IMMO,Exploitation,982.93,196.59,1179.52,1,20240429,2024,4
PCE-000850,2024-09-02,DEPT-001,Déplacements & Missions,Carburant,BAILLEUR IMMO,Exploitation,915.87,183.17,1099.04,1,20240902,2024,9
PCE-000851,2024-11-20,DEPT-004,Salaires & Charges sociales,Salaires bruts,TOTAL MADA,Exploitation,34493.65,0.0,34493.65,0,20241120,2024,11
PCE-000852,2025-03-17,DEPT-005,Formation & Développement,Formations externes,BAILLEUR IMMO,Exploitation,1403.83,280.77,1684.6,1,20250317,2025,3
PCE-000853,2023-06-08,DEPT-002,Formation & Développement,Certifications,NETTOYAGE SERVICE,Exploitation,2249.78,449.96,2699.74,1,20230608,2023,6
PCE-000854,2023-04-24,DEPT-002,Formation & Développement,Formations externes,ORANGE PRO,Exploitation,4419.93,883.99,5303.92,0,20230424,2023,4
PCE-000855,2025-01-15,DEPT-008,Loyer & Charges locatives,Assurance locaux,TRANSPORT EXPRESS,Exploitation,6590.89,0.0,6590.89,1,20250115,2025,1
PCE-000856,2024-05-19,DEPT-002,Déplacements & Missions,Hôtel & restauration,IT SOLUTIONS,Exploitation,1892.19,378.44,2270.63,1,20240519,2024,5
PCE-000857,2023-12-01,DEPT-002,Formation & Développement,Abonnements professionnels,FOURNITURES PRO,Exploitation,3944.4,788.88,4733.28,1,20231201,2023,12
PCE-000858,2025-06-21,DEPT-003,Déplacements & Missions,Hôtel & restauration,ORACLE,Exploitation,1490.27,298.05,1788.32,1,20250621,2025,6
PCE-000859,2023-03-17,DEPT-008,Fournitures & Consommables,Documentation,SECURITE MADA,Exploitation,763.88,152.78,916.66,0,20230317,2023,3
PCE-000860,2023-07-16,DEPT-005,Fournitures & Consommables,Consommables informatique,TOTAL MADA,Exploitation,555.92,111.18,667.1,1,20230716,2023,7
PCE-000861,2023-09-18,DEPT-002,Salaires & Charges sociales,Salaires bruts,MICROSOFT MADA,Exploitation,48041.04,0.0,48041.04,1,20230918,2023,9
PCE-000862,2025-11-09,DEPT-003,Déplacements & Missions,Hôtel & restauration,TOTAL MADA,Exploitation,1801.4,360.28,2161.68,1,20251109,2025,11
PCE-000863,2023-05-12,DEPT-008,Loyer & Charges locatives,Loyer bureaux,BAILLEUR IMMO,Exploitation,3498.28,0.0,3498.28,1,20230512,2023,5
PCE-000864,2025-09-14,DEPT-001,Déplacements & Missions,Carburant,ORACLE,Exploitation,434.06,86.81,520.87,1,20250914,2025,9
PCE-000865,2025-02-05,DEPT-008,Loyer & Charges locatives,Loyer bureaux,HOTEL COLBERT,Exploitation,2378.75,0.0,2378.75,1,20250205,2025,2
PCE-000866,2025-01-16,DEPT-002,Déplacements & Missions,Transport,TRANSPORT EXPRESS,Exploitation,1140.79,228.16,1368.95,1,20250116,2025,1
PCE-000867,2025-01-10,DEPT-008,Informatique & Licences,Maintenance SI,FORMATION PLUS,Exploitation,13302.19,2660.44,15962.63,1,20250110,2025,1
PCE-000868,2025-06-14,DEPT-003,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,19621.95,0.0,19621.95,1,20250614,2025,6
PCE-000869,2023-12-30,DEPT-002,Sous-traitance,Consultants,MICROSOFT MADA,Exploitation,12558.7,2511.74,15070.44,1,20231230,2023,12
PCE-000870,2025-06-17,DEPT-008,Fournitures & Consommables,Documentation,IT SOLUTIONS,Exploitation,838.02,167.6,1005.62,1,20250617,2025,6
PCE-000871,2024-12-19,DEPT-008,Loyer & Charges locatives,Charges communes,HOTEL COLBERT,Exploitation,6816.98,0.0,6816.98,1,20241219,2024,12
PCE-000872,2025-04-20,DEPT-008,Loyer & Charges locatives,Charges communes,AGENCE VOYAGE,Exploitation,5157.49,0.0,5157.49,1,20250420,2025,4
PCE-000873,2025-01-07,DEPT-006,Informatique & Licences,Matériel informatique,ORANGE PRO,Exploitation,5153.9,1030.78,6184.68,1,20250107,2025,1
PCE-000874,2023-01-21,DEPT-003,Sous-traitance,Prestations ponctuelles,FORMATION PLUS,Exploitation,18542.72,3708.54,22251.26,1,20230121,2023,1
PCE-000875,2025-12-13,DEPT-008,Salaires & Charges sociales,Charges patronales,AGENCE VOYAGE,Exploitation,45974.82,0.0,45974.82,1,20251213,2025,12
PCE-000876,2024-09-27,DEPT-005,Formation & Développement,Abonnements professionnels,FORMATION PLUS,Exploitation,4184.71,836.94,5021.65,0,20240927,2024,9
PCE-000877,2023-08-16,DEPT-006,Informatique & Licences,Licences logiciels,TOTAL MADA,Exploitation,9932.4,1986.48,11918.88,1,20230816,2023,8
PCE-000878,2025-05-11,DEPT-008,Fournitures & Consommables,Consommables informatique,HOTEL COLBERT,Exploitation,781.07,156.21,937.28,1,20250511,2025,5
PCE-000879,2023-06-12,DEPT-007,Déplacements & Missions,Hôtel & restauration,IBM MADA,Exploitation,1847.16,369.43,2216.59,1,20230612,2023,6
PCE-000880,2025-02-25,DEPT-003,Sous-traitance,Expertise externe,IT SOLUTIONS,Exploitation,15930.31,3186.06,19116.37,1,20250225,2025,2
PCE-000881,2024-04-24,DEPT-008,Loyer & Charges locatives,Assurance locaux,CONSULTANTS SA,Exploitation,3802.09,0.0,3802.09,1,20240424,2024,4
PCE-000882,2024-04-13,DEPT-002,Déplacements & Missions,Transport,SECURITE MADA,Exploitation,756.17,151.23,907.4,1,20240413,2024,4
PCE-000883,2025-05-31,DEPT-001,Sous-traitance,Prestations ponctuelles,IT SOLUTIONS,Exploitation,18477.67,3695.53,22173.2,1,20250531,2025,5
PCE-000884,2024-12-07,DEPT-005,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,5038.89,0.0,5038.89,1,20241207,2024,12
PCE-000885,2025-10-18,DEPT-005,Formation & Développement,Certifications,MICROSOFT MADA,Exploitation,1601.93,320.39,1922.32,0,20251018,2025,10
PCE-000886,2024-08-16,DEPT-001,Salaires & Charges sociales,Charges patronales,HOTEL COLBERT,Exploitation,5650.49,0.0,5650.49,1,20240816,2024,8
PCE-000887,2025-05-03,DEPT-008,Loyer & Charges locatives,Loyer bureaux,CONSULTANTS SA,Exploitation,2158.52,0.0,2158.52,1,20250503,2025,5
PCE-000888,2024-07-06,DEPT-008,Salaires & Charges sociales,Salaires bruts,AGENCE VOYAGE,Exploitation,31655.21,0.0,31655.21,1,20240706,2024,7
PCE-000889,2023-02-02,DEPT-003,Déplacements & Missions,Carburant,ORANGE PRO,Exploitation,1801.99,360.4,2162.39,0,20230202,2023,2
PCE-000890,2023-07-10,DEPT-005,Fournitures & Consommables,Consommables informatique,AGENCE VOYAGE,Exploitation,714.72,142.94,857.66,1,20230710,2023,7
PCE-000891,2024-02-24,DEPT-008,Informatique & Licences,Maintenance SI,SECURITE MADA,Exploitation,9402.97,1880.59,11283.56,1,20240224,2024,2
PCE-000892,2025-11-02,DEPT-008,Informatique & Licences,Cloud & hébergement,HOTEL COLBERT,Exploitation,11338.87,2267.77,13606.64,1,20251102,2025,11
PCE-000893,2024-05-16,DEPT-005,Salaires & Charges sociales,Charges patronales,ORACLE,Exploitation,13492.36,0.0,13492.36,1,20240516,2024,5
PCE-000894,2025-03-10,DEPT-003,Sous-traitance,Expertise externe,BAILLEUR IMMO,Exploitation,2225.88,445.18,2671.06,1,20250310,2025,3
PCE-000895,2024-05-28,DEPT-002,Déplacements & Missions,Hôtel & restauration,FORMATION PLUS,Exploitation,1536.92,307.38,1844.3,1,20240528,2024,5
PCE-000896,2023-06-12,DEPT-008,Loyer & Charges locatives,Charges communes,BAILLEUR IMMO,Exploitation,2849.62,0.0,2849.62,1,20230612,2023,6
PCE-000897,2023-05-29,DEPT-001,Déplacements & Missions,Carburant,SECURITE MADA,Exploitation,2399.26,479.85,2879.11,0,20230529,2023,5
PCE-000898,2025-11-29,DEPT-005,Fournitures & Consommables,Fournitures de bureau,TRANSPORT EXPRESS,Exploitation,756.7,151.34,908.04,1,20251129,2025,11
PCE-000899,2023-03-24,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,5835.5,0.0,5835.5,1,20230324,2023,3
PCE-000900,2024-10-16,DEPT-008,Salaires & Charges sociales,Salaires bruts,AGENCE VOYAGE,Exploitation,26498.94,0.0,26498.94,1,20241016,2024,10
PCE-000901,2025-01-16,DEPT-006,Informatique & Licences,Matériel informatique,ORACLE,Exploitation,4623.55,924.71,5548.26,1,20250116,2025,1
PCE-000902,2024-01-14,DEPT-008,Informatique & Licences,Licences logiciels,MICROSOFT MADA,Exploitation,4711.52,942.3,5653.82,1,20240114,2024,1
PCE-000903,2024-04-24,DEPT-008,Loyer & Charges locatives,Charges communes,BAILLEUR IMMO,Exploitation,3481.78,0.0,3481.78,1,20240424,2024,4
PCE-000904,2024-02-19,DEPT-008,Loyer & Charges locatives,Assurance locaux,HOTEL COLBERT,Exploitation,4231.16,0.0,4231.16,1,20240219,2024,2
PCE-000905,2023-02-11,DEPT-006,Informatique & Licences,Matériel informatique,TRANSPORT EXPRESS,Exploitation,8769.66,1753.93,10523.59,0,20230211,2023,2
PCE-000906,2023-09-03,DEPT-002,Formation & Développement,Certifications,FOURNITURES PRO,Exploitation,3174.85,634.97,3809.82,0,20230903,2023,9
